category_id,hpp,idx,label,pd_descr,pd_id,pd_price,rank
461,chart_sub461,6,運動男鞋,休閒鞋 Nike Tanjun 慢跑運動復古 黑白 男鞋,6662351,2099,4
461,chart_sub461,6,運動男鞋,Nike Classic Cortez 復古 男鞋 女鞋,7150654,2880,5
462,chart_sub462,7,穿搭配件,AnnaSoia 柔美絲巾/加大加寬圍巾 任2件$450,5412751,450,1
462,chart_sub462,7,穿搭配件,梨花HaNA 韓國花邊女孩手工璀璨晶珠香蕉夾髮夾,4113731,350,2
462,chart_sub462,7,穿搭配件,AnnaSoia髮飾髮帶髮箍髮夾髮圈 任選3件優惠,6441602,480,3
462,chart_sub462,7,穿搭配件,A-Surpriz 俏麗佳人蝴蝶結遮陽帽(淺咖),5067186,449,4
462,chart_sub462,7,穿搭配件,A-Surpriz 七彩條紋彩編遮陽帽,4397273,349,5
463,chart_sub463,8,嬰幼用品 / 嬰幼寢具,桂格 三益菌成長奶粉(1500g),6095953,799,1
463,chart_sub463,8,嬰幼用品 / 嬰幼寢具,Angel Dear 動物嬰兒安撫巾任選2件799,4704589,799,2
463,chart_sub463,8,嬰幼用品 / 嬰幼寢具,稻鴨米餅-美好人生Dr. Rice-寶寶米餅-原味(75公克/包),6126311,90,3
463,chart_sub463,8,嬰幼用品 / 嬰幼寢具,桂格 健康小朋友奶粉(1500g),6095952,699,4
463,chart_sub463,8,嬰幼用品 / 嬰幼寢具,Angel Dear 動物嬰兒安撫巾 & 新生兒用品專區 任選2件送免費彌月送禮包裝服務,6710865,799,5
464,chart_sub464,9,櫥櫃,超值特惠組合★三層收納櫃（三入裝),4060501,680,1
464,chart_sub464,9,櫥櫃,NICK 三抽經濟烤漆鋼製活動櫃,1922960,1299,2
464,chart_sub464,9,櫥櫃,【EASY HOME】雙門附小抽鞋櫃-可收納23雙鞋,4006382,1083,3
464,chart_sub464,9,櫥櫃,Home Feeling 簡約風日系穿鞋椅/休閒椅/鞋櫃(3色可選),6174684,706,4
464,chart_sub464,9,櫥櫃,"尼普頓系列家具,收納書櫃書桌,衣櫃斗櫃 任選一件出貨",4950391,大優惠,5
470,chart_sub470,0,行李箱,SAMPO 聲寶 旅行多用途行李秤(BF-L1402AL)-[快],5767057,348,1
470,chart_sub470,0,行李箱,日創優品 超值韓版旅行收納袋6+1件組 (贈耳機包),7477119,235,2
470,chart_sub470,0,行李箱,muva 電子行李秤(兩色),6077261,399,3
470,chart_sub470,0,行李箱,ALIFE 外套吊帶第四代,6974687,590,4
470,chart_sub470,0,行李箱,行李箱用密碼鎖十字束帶 旅行箱打包帶,7281916,229,5
478,chart_sub478,1,衛生紙 / 衛生棉,倍潔雅超質感抽取式衛生紙150抽X84包/箱,6117616,999,1
478,chart_sub478,1,衛生紙 / 衛生棉,(買一箱送一箱)Livi優活抽取式衛生紙(100抽x60包/箱),3676727,1000,2
478,chart_sub478,1,衛生紙 / 衛生棉,唯潔雅優質抽取式衛生紙150抽x72包/箱,4915273,799,3
478,chart_sub478,1,衛生紙 / 衛生棉,優活抽取式衛生紙(100抽x24包)/串,4024666,239,4
478,chart_sub478,1,衛生紙 / 衛生棉,倍潔雅超質感抽取式衛生紙150抽X60包/箱,6105764,648,5
481,chart_sub481,2,開架保養 / 彩妝,ARWIN雅聞 香氛密碼 大馬士革玫瑰氨基酸洗卸二用慕絲250mlx4入,4111025,699,1
481,chart_sub481,2,開架保養 / 彩妝,施巴sebamed抗乾敏滋潤浴露1000ml 2入,4438942,1500,2
481,chart_sub481,2,開架保養 / 彩妝,sebamed施巴 潔膚露1000ml 2入組,4562444,1499,3
481,chart_sub481,2,開架保養 / 彩妝,sebamed施巴 洗髮乳1000ml二入組,5238296,1399,4
481,chart_sub481,2,開架保養 / 彩妝,1028 深層潔淨超綿感泡泡保濕洗面乳40ml,7419896,49,5
517,chart_sub517,3,按摩家電,SANKI三貴中桶加熱足浴機(快速到貨),4712308,1280,1
517,chart_sub517,3,按摩家電,Concern 康生 新第四代4D摩力寶貝溫熱揉捏按摩枕-磚紅色 CON-1288,7037117,880,2
517,chart_sub517,3,按摩家電,tokuyo 頸肩樂揉捏按摩器 TH-517,5653487,2622,3
517,chart_sub517,3,按摩家電,SANKI三貴中桶加熱足浴機,4712310,1279,4
517,chart_sub517,3,按摩家電,tokuyo 加熱式輕巧SPA泡腳機 TF-706,5717942,1742,5
518,chart_sub518,4,電冰箱,SAMPO聲寶250L 4級定頻2門電冰箱 SR-L25G(S2) 璀璨銀,4971655,12900,1
518,chart_sub518,4,電冰箱,聲寶340L經典品味雙門冰箱SR-L34G(S2),4971702,16280,2
518,chart_sub518,4,電冰箱,SAMPO聲寶 4級定頻2門電冰箱 SR-L25G(W2) 典雅白,6062899,12900,3
518,chart_sub518,4,電冰箱,TOSHIBA 東芝186公升變頻電冰箱 典雅銀 GR-M25TBZ(S),7490018,11067,4
518,chart_sub518,4,電冰箱,LG樂金 253L 1級變頻2門電冰箱 GN-L307SV 星辰銀,7285637,17480,5
521,chart_sub521,5,專業 / 沙龍髮品,卡詩.萊雅.美傑仕.Alterna.施華蔻  沙龍專業級多款熱賣髮品199起(滿599出貨),4908015,大優惠,1
521,chart_sub521,5,專業 / 沙龍髮品,GaGa 摩洛哥護髮專科堅果油100ml(買一送一),6873577,990,2
521,chart_sub521,5,專業 / 沙龍髮品,JANET Q 澤妮官 蓬蓬水300ml,4116043,499,3
521,chart_sub521,5,專業 / 沙龍髮品,L OREAL 萊雅  大容量洗髮x髮膜 任2件$1699,5688894,1699,4
521,chart_sub521,5,專業 / 沙龍髮品,shan善 茶花萃深層護髮油70ml,6760795,621,5
536,chart_sub536,6,調整型 / 塑身衣,Mollifix 瑪莉菲絲 牛仔肚X計畫挺胸縮腹塑身衣-黑色,4817888,980,1
536,chart_sub536,6,調整型 / 塑身衣,Mollifix Double X牛仔肚 強效收納塑身衣 (M-XXL),4962585,1080,2
536,chart_sub536,6,調整型 / 塑身衣,骨盆帶 3S美體560丹提臀束骨盆帶ThreeShape XS-Q (晶鑽黑),3897509,690,3
536,chart_sub536,6,調整型 / 塑身衣,【曼黛瑪璉】魔幻美型  重機能短袖塑身衣(黑),3294324,222,4
536,chart_sub536,6,調整型 / 塑身衣,Mollifix瑪莉菲絲 X牛仔肚 新纖體感塑身衣 (黑),5403391,980,5
583,chart_sub583,7,耳機 / 耳麥 / 擴大機 / MP3,鐵三角 ATH-CKF77 GLAMORCY 重低音耳塞式耳機,4540609,980,1
583,chart_sub583,7,耳機 / 耳麥 / 擴大機 / MP3,[原廠公司貨+隨行袋] SONY數位錄音筆4G ICD-UX560F,6371061,3750,2
583,chart_sub583,7,耳機 / 耳麥 / 擴大機 / MP3,人因  UL432CR 草莓戀人 MP3 PLAYER 熱情紅,4845958,799,3
583,chart_sub583,7,耳機 / 耳麥 / 擴大機 / MP3,【附原廠座充及防水耳塞】SONY數位隨身聽 4G NW-WS413(公司貨),6472236,2690,4
583,chart_sub583,7,耳機 / 耳麥 / 擴大機 / MP3,鐵三角 ATH-CKF77iS GLAMORCY 重低音智慧型手機用耳機,4537139,1150,5
612,chart_sub612,8,除濕機/清淨機/電風扇,惠騰14吋立扇(FR-14119),2757141,549,1
612,chart_sub612,8,除濕機/清淨機/電風扇,3M 淨呼吸靜電空氣濾網-專業級捲筒式2入組,6750153,888,2
612,chart_sub612,8,除濕機/清淨機/電風扇,3M 淨呼吸專業級捲筒式靜電空氣濾網,4435087,499,3
612,chart_sub612,8,除濕機/清淨機/電風扇,Healthlead日式迷你防潮除濕機  (白色) EPI-608C,4111462,2080,4
612,chart_sub612,8,除濕機/清淨機/電風扇,怡悅HEPA濾心 適用honeywell HPA-100APTW等機型 同 HRF-R1,6594392,570,5
613,chart_sub613,9,吸塵器/掃地機器人,TECO東元 直立式吸塵器 XYFXJ060,5441772,888,1
613,chart_sub613,9,吸塵器/掃地機器人,HITACHI日立 POWERFUL 真空吸塵器(CV-AM14),2581462,1620,2
613,chart_sub613,9,吸塵器/掃地機器人,CHIMEI 奇美 VC-SA1PH0 手持直立兩用HEPA吸塵器,6291793,988,3
613,chart_sub613,9,吸塵器/掃地機器人,趴趴走 MACARON馬卡龍迷你自動機器人吸塵器(草莓紅) RVMA2-AR,5872348,999,4
613,chart_sub613,9,吸塵器/掃地機器人,SAMPO聲寶 直立手持兩用吸塵器 EC-AD07UGP(SB18H升級款),6750142,990,5
